number,district,address,amount
2.8,Василеостровский,"14-я линия В.О., д.19",1
2.9,Василеостровский,"14-я линия В.О., д.39",1
2.10,Василеостровский,"14-я линия В.О., д.61/57",1
2.11,Василеостровский,"14-я линия В.О., д.95",1
2.12,Василеостровский,"14-я линия В.О., д.97",1
2.13,Василеостровский,"15-я линия В.О., д.32",1
2.14,Василеостровский,"15-я линия В.О., д.54",1
2.15,Василеостровский,"15-я линия В.О., д.58",1
2.16,Василеостровский,"15-я линия В.О., д.88",1
2.17,Василеостровский,"16-я линия В.О., д.23, к.2",1
2.18,Василеостровский,"16-я линия В.О., д.3",1
2.19,Василеостровский,"16-я линия В.О., д.41",1
2.20,Василеостровский,"16-я линия В.О., д.55",1
2.21,Василеостровский,"16-я линия В.О., д.61",1
2.22,Василеостровский,"17-я линия В.О., д.18, к.2",2
2.23,Василеостровский,"17-я линия В.О., д.18, к.4",1
2.24,Василеостровский,"17-я линия В.О., д.34",10
2.25,Василеостровский,"17-я линия В.О., д.54",1
2.26,Василеостровский,"17-я линия В.О., д.64",1
2.27,Василеостровский,"17-я линия В.О., д.70",3
2.28,Василеостровский,"18-я линия В.О., д.19",1
2.29,Василеостровский,"18-я линия В.О., д.21",1
2.30,Василеостровский,"19-я линия В.О., д.22",4
2.31,Василеостровский,"1-я линия В.О., д.18/2",1
2.32,Василеостровский,"1-я линия В.О., д.4",1
2.33,Василеостровский,"1-я линия В.О., д.50",1
2.34,Василеостровский,"1-я линия В.О., д.56",2
2.35,Василеостровский,"1-я линия В.О., д.60",1
2.36,Василеостровский,"21-я линия В.О., д.16, к.2",2
2.37,Василеостровский,"21-я линия В.О., д.16, к.3",2
2.38,Василеостровский,"21-я линия В.О., д.16, к.6",1
2.39,Василеостровский,"22-я линия В.О., д.3, к.1",1
2.40,Василеостровский,"23-я линия В.О., д.2А",2
2.41,Василеостровский,"24-я линия В.О., д.17, к.1",1
2.42,Василеостровский,"26-я линия В.О., д.13",1
2.43,Василеостровский,"27-я линия В.О., д.8",1
2.44,Василеостровский,"29-я линия В.О., д.2",2
2.45,Василеостровский,"2-я линия В.О., д.1/3",1
2.46,Василеостровский,"2-я линия В.О., д.23",1
2.47,Василеостровский,"2-я линия В.О., д.43",3
2.48,Василеостровский,"2-я линия В.О., д.59",2
2.49,Василеостровский,"2-я линия В.О., д.61/30",4
2.50,Василеостровский,"3-я линия В.О., д.4",1
2.51,Василеостровский,"3-я линия В.О., д.50",2
2.52,Василеостровский,"4 Линия В.О., д.1",1
2.53,Василеостровский,"4-я линия В.О., д.27",1
2.54,Василеостровский,"4-я линия В.О., д.35",1
2.55,Василеостровский,"4-я линия В.О., д.5",4
2.56,Василеостровский,"5-я линия В.О., д.32",1
2.57,Василеостровский,"5-я линия В.О., д.40",2
2.58,Василеостровский,"5-я линия В.О., д.46",3
2.59,Василеостровский,"5-я линия В.О., д.48",1
2.60,Василеостровский,"5-я линия В.О., д.56",1
2.61,Василеостровский,"5-я линия В.О., д.66",1
2.62,Василеостровский,"6-я линия В.О., д.1",1
2.63,Василеостровский,"6-я линия В.О., д.19",2
2.64,Василеостровский,"6-я линия В.О., д.25",1
2.65,Василеостровский,"6-я линия В.О., д.27",2
2.66,Василеостровский,"6-я линия В.О., д.29",2
2.67,Василеостровский,"6-я линия В.О., д.31/29",1
2.68,Василеостровский,"6-я линия В.О., д.31/29, лит.Б",2
2.69,Василеостровский,"6-я линия В.О., д.35Б",3
2.70,Василеостровский,"6-я линия В.О., д.39",2
2.71,Василеостровский,"6-я линия В.О., д.47",2
2.72,Василеостровский,"7-я линия В.О., д.12, лит.Б",1
2.73,Василеостровский,"7-я линия В.О., д.2/11",2
2.74,Василеостровский,"7-я линия В.О., д.20",1
2.75,Василеостровский,"7-я линия В.О., д.24",3
2.76,Василеостровский,"7-я линия В.О., д.34",1
2.77,Василеостровский,"7-я линия В.О., д.44",2
2.78,Василеостровский,"7-я линия В.О., д.52",1
2.79,Василеостровский,"7-я линия В.О., д.54",4
2.80,Василеостровский,"7-я линия В.О., д.60",2
2.81,Василеостровский,"7-я линия В.О., д.64",1
2.82,Василеостровский,"7-я линия В.О., д.66",2
2.83,Василеостровский,"8-я линия В.О., д.11-13",3
2.84,Василеостровский,"8-я линия В.О., д.39",1
2.85,Василеостровский,"8-я линия В.О., д.41",1
2.86,Василеостровский,"8-я линия В.О., д.45",1
2.87,Василеостровский,"8-я линия В.О., д.45/34",2
2.88,Василеостровский,"8-я линия В.О., д.51",1
2.89,Василеостровский,"8-я линия В.О., д.63",1
2.90,Василеостровский,"8-я линия В.О., д.69",1
2.91,Василеостровский,"8-я линия В.О., д.77",1
2.92,Василеостровский,"8-я линия В.О., д.85",3
2.93,Василеостровский,"9-я линия В.О., д.42",1
2.94,Василеостровский,"9-я линия В.О., д.54",1
2.95,Василеостровский,"9-я линия В.О., д.68",1
2.96,Василеостровский,"Беринга ул., д.10",1
2.97,Василеостровский,"Беринга ул., д.18",1
2.98,Василеостровский,"Беринга ул., д.22, к.1",1
2.99,Василеостровский,"Беринга ул., д.22, к.2",6
2.100,Василеостровский,"Беринга ул., д.23, к.2",1
2.101,Василеостровский,"Беринга ул., д.24, к.1",1
2.102,Василеостровский,"Беринга ул., д.25, к.1",1
2.103,Василеостровский,"Беринга ул., д.26, к.3",2
2.104,Василеостровский,"Беринга ул., д.27, к.3",1
2.105,Василеостровский,"Беринга ул., д.28, к.1",1
2.106,Василеостровский,"Беринга ул., д.30",1
2.107,Василеостровский,"Беринга ул., д.32, к.2",2
2.108,Василеостровский,"Беринга ул., д.32, к.3",2
2.109,Василеостровский,"Беринга ул., д.38",3
2.110,Василеостровский,"Беринга ул., д.8",1
2.111,Василеостровский,"Биржевая линия, д.2",1
2.112,Василеостровский,Биржевой мост,12
2.113,Василеостровский,"Биржевой пер., д.1/10",8
2.114,Василеостровский,"Биржевой пр-д, д.6",3
2.115,Василеостровский,Благовещенский мост,13
2.116,Василеостровский,"Большой В.О. пр., д.101",2
2.117,Василеостровский,"Большой В.О. пр., д.103, к.1",2
2.118,Василеостровский,"Большой В.О. пр., д.103, к.4",7
2.119,Василеостровский,"Большой В.О. пр., д.103, к.5",2
2.120,Василеостровский,"Большой В.О. пр., д.103, к.6",4
2.121,Василеостровский,"Большой В.О. пр., д.103, к.7",4
2.122,Василеостровский,"Большой В.О. пр., д.103, к.8",5
2.123,Василеостровский,"Большой В.О. пр., д.16",2
2.124,Василеостровский,"Большой В.О. пр., д.18",2
