district,address,type,cadastral_number,area,status,document,obj_id
Центральный,"191014, г.Санкт-Петербург, улица Жуковского, д. 36, к. 1, литера А",помещение,78:31:1042:0:15:1,134.3,исключен,111-р от 24.08.2010,300016369
Красногвардейский,"195067, г.Санкт-Петербург, проспект Маршала Блюхера, д. 42, литера А",помещение,78:11:0006081:4103,67.7,включен,530-рк от 11.07.2016,700004904
Петроградский,"197198, г.Санкт-Петербург, Зверинская улица, д. 1/3, литера А",помещение,78:7:3066:2001:19:6,76.9,исключен,130-р от 03.12.2013,1500040126
Адмиралтейский,"190068, г.Санкт-Петербург, Лермонтовский проспект, д. 30, литера А",помещение,78:32:0001068:1349,141.1,включен,26-р от 23.03.2009,1100037349
Адмиралтейский,"190031, г.Санкт-Петербург, Казанская улица, д. 34, литера А",помещение,78:32:0001293:2284,160.8,включен,440-рк от 19.05.2020,1100008968
Адмиралтейский,"190068, г.Санкт-Петербург, Английский проспект, д. 40, литера А",помещение,78:32:1158:3:2:5,335.3,включен,237-р от 26.12.2008,1100006926
Адмиралтейский,"190068, г.Санкт-Петербург, Садовая улица, д. 66, литера Б",помещение,78:32:0001067:3244,80.5,включен,998-рк от 17.10.2019,1100038289
Адмиралтейский,"190000, г.Санкт-Петербург, 6-я Красноармейская улица, д. 27, литера А",помещение,78:32:0001672:2199,21.7,включен,1272-рк от 26.12.2019,100190757
Адмиралтейский,"190000, г.Санкт-Петербург, улица Декабристов, д. 21, литера Г",здание,,73.8,включен,237-р от 26.12.2008,1100005875
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 12, литера В",помещение,78:8048:0:13:8,66.5,включен,237-р от 26.12.2008,500020001
Фрунзенский,"192102, г.Санкт-Петербург, Стрельбищенская улица, д. 16, литера А",помещение,78:13:7332:2:1:13,19.7,включен,237-р от 26.12.2008,2100004902
Адмиралтейский,"190031, г.Санкт-Петербург, Гражданская улица, д. 10, литера А",помещение,78:32:0001233:378,43.8,включен,869-рк от 18.09.2020,1100006493
Невский,"193029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 88, литера А",помещение,78:12:0712201:1073,59.9,включен,237-р от 26.12.2008,1300009205
Невский,"193029, г.Санкт-Петербург, улица Ольминского, д. 1/81, литера Б",помещение,78:12:7118:3:21:1,234.9,включен,26-р от 23.03.2009,1300009227
Невский,"193029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 99, литера Е",часть помещения,78:12:7115:0:31:1,78.6,включен,237-р от 26.12.2008,1300039283
Центральный,"191028, г.Санкт-Петербург, Кирочная улица, д. 8, литера И",помещение,78:31:1196:0:71:2,147.1,включен,237-р от 26.12.2008,300088445
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 67, литера А",помещение,78:15:8218:0:9:2,95.9,включен,237-р от 26.12.2008,500002769
Красногвардейский,"195043, г.Санкт-Петербург, Камышинская улица, д. 9, к. 4, литера А",здание,78:6134Б:1:14,306.9,включен,237-р от 26.12.2008,700029146
Адмиралтейский,"190031, г.Санкт-Петербург, Садовая улица, д. 40, литера Б",часть помещения,78:32:1058:6:86:11,54.7,включен,237-р от 26.12.2008,1100075180
Центральный,"191119, г.Санкт-Петербург, Днепропетровская улица, д. 13, литера Б",часть здания,78:1523:0:125,432.5,включен,237-р от 26.12.2008,300107996
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 65, литера А",помещение,78:1220:3:13:11,44.7,исключен,87-р от 23.06.2011,300014272
Центральный,"191023, г.Санкт-Петербург, Гороховая улица, д. 32, литера А",помещение,,67.9,включен,237-р от 26.12.2008,300013631
Центральный,"193167, г.Санкт-Петербург, Невский проспект, д. 175, литера А",помещение,78:31:0001512:3222,154.9,включен,237-р от 26.12.2008,300022091
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 17",помещение,78:1056Н:6:13:17,93.1,исключен,272-рк от 22.04.2016,300039302
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 17",помещение,78:1056Н:0:13:18,110.7,исключен,272-рк от 22.04.2016,300050696
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 17",помещение,78:1056Н:0:13:15,343.4,исключен,272-рк от 22.04.2016,300031375
Центральный,"191023, г.Санкт-Петербург, Гороховая улица, д. 50, литера А",помещение,78:31:1057:13:50:7,126.1,исключен,1222-рк от 21.12.2020,300001616
Центральный,"193144, г.Санкт-Петербург, Мытнинская улица, д. 5/2, литера А",помещение,78:31:1458:3:35:8,181.2,включен,237-р от 26.12.2008,300006632
Центральный,"193036, г.Санкт-Петербург, Невский проспект, д. 124, литера А",помещение,78:31:1496:1:1:3,165.8,исключен,90-р от 23.06.2011,300016367
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",часть помещения,78:1056Н:4:1:104,56.5,исключен,272-рк от 22.04.2016,300060384
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",помещение,78:1056Н:4:1:90,96.5,исключен,272-рк от 22.04.2016,300014921
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",помещение,78:1056Н:4:1:103,178.4,исключен,272-рк от 22.04.2016,300031810
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",помещение,78:1056Н:4:1:93,202.9,исключен,272-рк от 22.04.2016,300011803
Центральный,"191028, г.Санкт-Петербург, Фурштатская улица, д. 20, литера А",помещение,78:31:0001198:2522,193.6,включен,1054-рк от 31.10.2019,300006565
Фрунзенский,"192007, г.Санкт-Петербург, Лиговский проспект, д. 160, литера А",помещение,78:13:7308:0:25:2,74.4,исключен,911-рк от 28.11.2016,2100006935
Фрунзенский,"192007, г.Санкт-Петербург, Лиговский проспект, д. 171, литера А",помещение,78:13:7307:0:10:1,85.6,включен,237-р от 26.12.2008,2100004359
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 63, литера А",помещение,78:31:0001220:2479,58.6,включен,542-рк от 16.06.2020,300036297
Калининский,"195269, г.Санкт-Петербург, улица Ольги Форш, д. 5, литера А",часть помещения,78:10:0005542:2552,99.2,включен,237-р от 26.12.2008,400025346
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 63, литера А",помещение,78:1046:3:5:4,126.9,исключен,355-рк от 30.05.2018,300068208
Центральный,"191002, г.Санкт-Петербург, Загородный проспект, д. 5, литера А",помещение,78:1054:7:13:8,83.0,включен,237-р от 26.12.2008,300014480
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",часть помещения,78:1056Н:0:23:18,14.2,исключен,272-рк от 22.04.2016,300064853
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",часть помещения,78:31:0105610:2048,192.9,исключен,272-рк от 22.04.2016,300083677
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",часть помещения,78:1056Н:0:23:18,71.5,исключен,272-рк от 22.04.2016,300064851
Центральный,"191028, г.Санкт-Петербург, Литейный проспект, д. 24, литера А",помещение,78:31:0001268:2114,328.1,включен,237-р от 26.12.2008,300012948
Центральный,"191002, г.Санкт-Петербург, улица Рубинштейна, д. 28, литера Д",часть помещения,78:1136:0:59:1,192.2,исключен,103-р от 10.08.2010,300014470
Центральный,"191186, г.Санкт-Петербург, Большая Морская улица, д. 13, литера А",помещение,78:31:1181:2005:4:7,120.3,исключен,199-р от 15.11.2011,300013838
Центральный,"191011, г.Санкт-Петербург, Итальянская улица, д. 29, литера А",помещение,78:31:0001285:3155,49.0,включен,237-р от 26.12.2008,300002465
Центральный,"191011, г.Санкт-Петербург, Итальянская улица, д. 29, литера А",помещение,78:31:0001285:3142,96.9,включен,237-р от 26.12.2008,300013864
Центральный,"193144, г.Санкт-Петербург, Суворовский проспект, д. 37, литера В",помещение,78:31:1035:0:52:1,34.9,включен,237-р от 26.12.2008,300015734
Центральный,"193144, г.Санкт-Петербург, Суворовский проспект, д. 37, литера В",помещение,78:1035:0:52:2,21.8,включен,237-р от 26.12.2008,300015735
Центральный,"191123, г.Санкт-Петербург, Кирочная улица, д. 42, литера А",помещение,78:31:1275:0:8:1,118.8,включен,237-р от 26.12.2008,300013155
Центральный,"191002, г.Санкт-Петербург, улица Достоевского, д. 8, литера Б",помещение,78:1133:0:19:2,231.2,включен,1054-рк от 31.10.2019,100022690
Центральный,"193036, г.Санкт-Петербург, переулок Ульяны Громовой, д. 8, литера Б",помещение,78:31:0001043:2578,77.6,включен,578-рк от 26.06.2020,100054410
Центральный,"191011, г.Санкт-Петербург, Садовая улица, д. 22/2, литера А",помещение,78:31:1226:6:1:28,232.2,включен,237-р от 26.12.2008,300013915
Калининский,"195220, г.Санкт-Петербург, проспект Непокоренных, д. 13, к. 1, литера А",часть помещения,78:5201:0:3:10,111.6,включен,237-р от 26.12.2008,400003723
Центральный,"193015, г.Санкт-Петербург, Кирочная улица, д. 47, литера А",помещение,78:31:1121:0:40:3,65.9,включен,72-р от 18.07.2013,300066727
Кронштадтский,"197760, Санкт-Петербург, город Кронштадт, Советская улица, д. 13, литера А",помещение,78:34:10309:0:9:1,196.0,включен,65-р от 03.06.2009,900001422
Центральный,"191119, г.Санкт-Петербург, улица Черняховского, д. 19, литера А",часть помещения,78:1525:0:129:3,39.7,включен,237-р от 26.12.2008,300017014
Центральный,"191119, г.Санкт-Петербург, улица Черняховского, д. 19, литера А",часть помещения,78:31:1525:0:129:2,19.8,включен,237-р от 26.12.2008,300017017
Центральный,"191119, г.Санкт-Петербург, улица Черняховского, д. 19, литера А",часть помещения,78:31:1525:0:129:2,9.3,включен,237-р от 26.12.2008,300017018
Московский,"196105, г.Санкт-Петербург, улица Решетникова, д. 12, литера Н",часть здания,78:14:7609:4:21,296.7,включен,237-р от 26.12.2008,1200028418
Адмиралтейский,"190031, г.Санкт-Петербург, набережная реки Фонтанки, д. 85, литера А",часть помещения,78:1058:17:42:2,90.8,включен,237-р от 26.12.2008,1100073660
Центральный,"191104, г.Санкт-Петербург, Литейный проспект, д. 52, литера А",помещение,78:31:1282:2001:30:4,87.0,включен,237-р от 26.12.2008,300070762
Центральный,"191186, г.Санкт-Петербург, набережная канала Грибоедова, д. 25, литера А",помещение,78:1231:1:1:15,172.7,включен,237-р от 26.12.2008,300074897
Невский,"192079, г.Санкт-Петербург, Октябрьская набережная, д. 84, к. 5, литера А",помещение,78:6345:0:41:3,26.4,включен,1054-рк от 31.10.2019,1300007671
Центральный,"191025, г.Санкт-Петербург, Литейный проспект, д. 60, литера А",помещение,78:31:1219:0:109:3,89.2,исключен,911-рк от 28.11.2016,300001833
Московский,"196066, г.Санкт-Петербург, улица Гастелло, д. 9, литера А",помещение,78:14:0007649:2264,105.1,включен,65-р от 03.06.2009,1200008304
Центральный,"191119, г.Санкт-Петербург, Лиговский проспект, д. 105, литера А",часть помещения,78:31:1048:5:8:10,21.7,исключен,5-рк от 11.01.2018,300087297
Кировский,"г.Санкт-Петербург, Дачный проспект, д. 9, к. 1, литера А",часть помещения,,227.2,исключен,111-р от 24.08.2010,500028497
Кировский,"г.Санкт-Петербург, Дачный проспект, д. 9, к. 1, литера А",помещение,78:15:8431:19:29:3,29.1,включен,237-р от 26.12.2008,500005372
Пушкинский,"196600, Санкт-Петербург, город Пушкин, улица Красной Звезды, д. 13, литера А",здание,78:18204:0:6,252.1,включен,237-р от 26.12.2008,1800000299
Красногвардейский,"195027, г.Санкт-Петербург, Синявинская улица, д. 3, литера А",помещение,78:11:6059:0:17:5,100.4,включен,110-р от 23.09.2009,700000949
Невский,"192012, г.Санкт-Петербург, проспект Обуховской Обороны, д. 225, литера А",помещение,78:12:7148Б:0:22:1,182.6,исключен,911-рк от 28.11.2016,1300007487
Центральный,"193130, г.Санкт-Петербург, 6-я Советская улица, д. 30, литера А",помещение,78:31:0001469:2278,82.9,включен,237-р от 26.12.2008,300006619
Приморский,"197349, г.Санкт-Петербург, Ново-Никитинская улица, д. 14, литера Р",здание,78:4120Е:3:13,28.9,включен,237-р от 26.12.2008,1700048448
Красногвардейский,"195426, г.Санкт-Петербург, Ленская улица, д. 10, к. 1, литера Б",помещение,78:11:0006105:7782,89.1,включен,998-рк от 17.10.2019,700005149
Петроградский,"197101, г.Санкт-Петербург, Каменноостровский проспект, д. 16, литера А",помещение,78:7:3033:14:96:9,158.1,включен,830-рк от 30.11.2018,1500042333
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера А",помещение,78:1521:7:11:17,49.1,исключен,219-р от 08.12.2011,300042799
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 67, к. 1, литера А",часть помещения,78:8218:2:6:3,27.4,включен,237-р от 26.12.2008,500009467
Московский,"196158, г.Санкт-Петербург, Пулковская улица, д. 11, литера А",часть помещения,78:14:7679:0:97:5,472.1,исключен,911-рк от 28.11.2016,1200003855
Центральный,"191104, г.Санкт-Петербург, улица Маяковского, д. 16, литера А",помещение,78:1281:5:3:4,123.6,включен,237-р от 26.12.2008,300013412
Красногвардейский,"195043, г.Санкт-Петербург, Ново-Ковалёво, 2-я Поперечная улица, д. 4, литера А",здание,78:11:6172А:0:1,218.7,включен,57-р от 25.05.2009,700017551
Центральный,"193124, г.Санкт-Петербург, Костромская улица, д. 7, литера А",помещение,78:1117А:0:4:4,152.2,включен,237-р от 26.12.2008,300017711
Адмиралтейский,"190031, г.Санкт-Петербург, Садовая улица, д. 42, литера А",часть помещения,78:32:1060:0:1:25,96.2,включен,237-р от 26.12.2008,1100044810
Адмиралтейский,"190031, г.Санкт-Петербург, Садовая улица, д. 42, литера А",часть помещения,78:1060:1:1:27,670.2,включен,237-р от 26.12.2008,1100051066
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 81, литера А",помещение,78:31:1045:3:6:10,157.0,исключен,61-р (1944) от 05.05.2010,300138270
Центральный,"191002, г.Санкт-Петербург, улица Рубинштейна, д. 8, литера А",часть помещения,78:31:1224:0:23:1,31.3,включен,237-р от 26.12.2008,300008189
Адмиралтейский,"190031, г.Санкт-Петербург, Гороховая улица, д. 33, литера А",помещение,78:32:0001145:3348,25.7,исключен,911-рк от 28.11.2016,1100009575
Центральный,"191025, г.Санкт-Петербург, Колокольная улица, д. 5, литера А",помещение,78:31:0001135:3344,200.7,включен,998-рк от 17.10.2019,300014481
Центральный,"191194, г.Санкт-Петербург, улица Чайковского, д. 40, литера А",помещение,78:31:0001200:2447,81.9,включен,963-рк от 12.10.2020,300068387
Адмиралтейский,"198013, г.Санкт-Петербург, Подъездной переулок, д. 3, литера Б",помещение,78:1689:0:4:4,29.3,включен,237-р от 26.12.2008,1100002571
Московский,"196143, г.Санкт-Петербург, улица Ленсовета, д. 41, литера А",часть помещения,78:14:7683:0:51:8,406.1,исключен,185-рк от 15.07.2015,1200016510
Московский,"196143, г.Санкт-Петербург, улица Ленсовета, д. 41, литера А",часть помещения,78:14:7683:0:51:8,92.2,исключен,185-рк от 15.07.2015,1200016515
Московский,"196066, г.Санкт-Петербург, Московский проспект, д. 195, литера А",часть помещения,78:14:0007664:5560,97.5,включен,237-р от 26.12.2008,1200026767
Московский,"196066, г.Санкт-Петербург, Московский проспект, д. 195, литера А",часть помещения,78:14:0007664:5560,130.6,включен,237-р от 26.12.2008,1200056665
Кировский,"198097, г.Санкт-Петербург, проспект Стачек, д. 34, к. 1, литера А",помещение,78:15:8052:0:29:3,150.5,исключен,6-р от 29.01.2009,500002538
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 75, литера А",помещение,78:8221:3:4:13,11.0,включен,237-р от 26.12.2008,500006974
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 75, литера А",помещение,78:8221:3:12:10,227.6,исключен,156-р от 29.09.2011,500001550
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 75, литера А",часть помещения,78:8221:3:4:20,61.1,включен,237-р от 26.12.2008,500017471
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 75, литера А",помещение,78:15:8221:3:17:7,260.9,включен,237-р от 26.12.2008,500011342
Адмиралтейский,"190031, г.Санкт-Петербург, Сенная площадь, д. 13, литера А",помещение,78:32:0001147:1168,160.0,включен,237-р от 26.12.2008,1100007086
Центральный,"191002, г.Санкт-Петербург, Щербаков переулок, д. 14/1, литера А",часть помещения,78:31:0001136:3644,339.9,включен,26-р от 23.03.2009,300014904
Московский,"196084, г.Санкт-Петербург, Московский проспект, д. 93, литера Б",помещение,78:7512А:1:1:46,47.1,включен,237-р от 26.12.2008,1200022183
Московский,"196084, г.Санкт-Петербург, Московский проспект, д. 93, литера Б",помещение,78:7512А:1:1:45,8.4,включен,237-р от 26.12.2008,1200022188
Московский,"196084, г.Санкт-Петербург, Московский проспект, д. 93, литера Б",помещение,78:7512А:1:1:21,13.8,включен,237-р от 26.12.2008,1200022189
Невский,"193019, г.Санкт-Петербург, проспект Обуховской Обороны, д. 39, литера А",часть помещения,78:7014:0:8:2,12.0,исключен,911-рк от 28.11.2016,1300001930
Центральный,"191023, г.Санкт-Петербург, Апраксин переулок, д. 4, литера А",помещение,78:1056Н:1:3:38,311.8,включен,237-р от 26.12.2008,300011658
Петроградский,"197198, г.Санкт-Петербург, Большой  проспект П.С., д. 25/2, литера А",помещение,78:3091:2:4:10,332.2,исключен,119-р от 24.08.2011,1500065350
Петроградский,"197198, г.Санкт-Петербург, Большой  проспект П.С., д. 25/2, литера А",помещение,78:3091:2:4:11,313.5,исключен,10-р от 05.02.2015,1500040224
Адмиралтейский,"198005, г.Санкт-Петербург, набережная Обводного канала, д. 141, литера А",помещение,78:32:0001717:1709,108.5,включен,963-рк от 12.10.2020,1100096215
Красногвардейский,"195027, г.Санкт-Петербург, Среднеохтинский проспект, д. 29, литера А",помещение,78:11:0006057:4322,11.3,включен,237-р от 26.12.2008,700003621
Красносельский,"г.Санкт-Петербург, улица Маршала Захарова, д. 18, к. 1, литера А",помещение,78:40:8341:54:3:2,149.1,включен,91-р от 23.06.2011,800026935
Красносельский,"г.Санкт-Петербург, улица Маршала Захарова, д. 18, к. 1, литера А",помещение,78:40:8341:54:3:5,130.0,включен,91-р от 23.06.2011,800026938
Василеостровский,"199106, г.Санкт-Петербург, улица Шевченко, д. 9, литера А",помещение,78:06:0002100:1559,273.0,включен,1289-рк от 30.12.2019,1400015221
Московский,"г.Санкт-Петербург, улица Севастьянова, д. 12, литера А",помещение,78:14:0761902:2335,40.0,включен,870-рк от 18.09.2020,1200052923
Василеостровский,"199151, г.Санкт-Петербург, Гаванская улица, д. 49, к. 2, литера А",помещение,78:06:0002208:4847,276.2,включен,543-рк от 09.07.2019,1400040747
Петроградский,"197136, г.Санкт-Петербург, улица Ленина, д. 11/64, литера А",помещение,78:7:3109:1:1:5,360.4,исключен,160-р от 29.09.2011,1500051233
Адмиралтейский,"198005, г.Санкт-Петербург, Московский проспект, д. 49, литера А",помещение,78:32:1717:2:2:9,117.5,исключен,135-р от 05.09.2011,1100008496
Адмиралтейский,"198005, г.Санкт-Петербург, Московский проспект, д. 49, литера А",помещение,78:1717:2:2:8,106.8,включен,237-р от 26.12.2008,1100038913
Красногвардейский,"195030, г.Санкт-Петербург, 3-я Жерновская улица, д. 23, литера А",часть здания,78:6166Б:0:3,506.9,исключен,111-р от 24.08.2010,700030177
Центральный,"191119, г.Санкт-Петербург, Боровая улица, д. 24, литера Б",помещение,78:31:0001697:2360,72.6,включен,998-рк от 17.10.2019,300064189
Василеостровский,"199048, г.Санкт-Петербург, 15-я линия В.О., д. 86, литера В",помещение,78:6:2057:0:32:5,45.0,исключен,11-р от 28.01.2013,1400028574
Красногвардейский,"195112, г.Санкт-Петербург, Новочеркасский проспект, д. 38, литера Б",здание,78:6024:0:42,42.6,включен,237-р от 26.12.2008,700004264
Красногвардейский,"195196, г.Санкт-Петербург, Новочеркасский проспект, д. 49/20, литера А",помещение,78:6025:6:6:6,18.5,включен,237-р от 26.12.2008,700001268
Красногвардейский,"195196, г.Санкт-Петербург, Новочеркасский проспект, д. 49/20, литера А",помещение,78:11:6025:6:6:2,78.4,исключен,64-р от 13.05.2010,700004679
Адмиралтейский,"190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",помещение,78:1009:0:27:3,82.8,включен,237-р от 26.12.2008,1100048684
Адмиралтейский,"190000, г.Санкт-Петербург, Галерная улица, д. 9, литера А",помещение,78:32:1009:0:27:11,47.2,включен,237-р от 26.12.2008,1100052599
Адмиралтейский,"198020, г.Санкт-Петербург, Рижский проспект, д. 48, литера А",помещение,78:32:0001657:3399,159.7,включен,963-рк от 12.10.2020,1100007397
Петроградский,"197198, г.Санкт-Петербург, Большая Пушкарская улица, д. 31, литера Б",помещение,78:07:0003087:2321,41.9,включен,1088-рк от 20.11.2020,1500075848
Центральный,"191011, г.Санкт-Петербург, набережная реки Фонтанки, д. 55, литера А",помещение,78:31:1138:2001:44:8,308.9,исключен,911-рк от 28.11.2016,300021664
Центральный,"193024, г.Санкт-Петербург, Невский проспект, д. 141, литера А",помещение,78:31:1499:5:3:3,51.8,включен,237-р от 26.12.2008,300017861
Пушкинский,"196620, Санкт-Петербург, город Павловск, Садовая улица, д. 9, литера А",часть здания,78:16221:0:2,48.5,включен,237-р от 26.12.2008,1800019239
Пушкинский,"196620, Санкт-Петербург, город Павловск, Садовая улица, д. 9, литера А",часть здания,78:16221:0:2,77.0,включен,237-р от 26.12.2008,1800019240
Петроградский,"197046, г.Санкт-Петербург, улица Куйбышева, д. 28, литера Ж",здание,78:3010:0:33,195.1,исключен,80-р от 07.06.2010,1500041889
Красногвардейский,"195112, г.Санкт-Петербург, Весенняя улица, д. 20, литера А",здание,78:11:6005:6:5,109.3,исключен,95-р от 23.06.2011,700001861
Петроградский,"197198, г.Санкт-Петербург, улица Блохина, д. 15, литера А",часть здания,78:3040:0:27,298.1,включен,237-р от 26.12.2008,1500072592
Адмиралтейский,"190031, г.Санкт-Петербург, Гороховая улица, д. 41, литера А",часть помещения,78:32:1145:7:36:9,162.2,исключен,911-рк от 28.11.2016,1100012675
Петроградский,"197022, г.Санкт-Петербург, Каменноостровский проспект, д. 53/22, литера А",помещение,78:07:0003125:2343,652.4,исключен,739-рк от 31.07.2020,1500043116
Центральный,"191104, г.Санкт-Петербург, Литейный проспект, д. 51, литера А",часть помещения,78:31:1283:14:104:3,145.2,исключен,911-рк от 28.11.2016,300001886
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 67, литера А",часть помещения,78:1220:20:73:9,172.8,включен,237-р от 26.12.2008,300018622
Адмиралтейский,"190068, г.Санкт-Петербург, Садовая улица, д. 51, литера А",помещение,78:1150:1:3:9,292.7,исключен,111-р от 24.08.2010,1100004512
Адмиралтейский,"190031, г.Санкт-Петербург, улица Ефимова, д. 1/4, литера А",помещение,78:1059:4:4:34,48.1,исключен,97-р от 29.06.2012,1100009545
Адмиралтейский,"190031, г.Санкт-Петербург, улица Ефимова, д. 1/4, литера А",помещение,78:32:1059:4:171:32,97.8,исключен,911-рк от 28.11.2016,1100021807
Адмиралтейский,"190031, г.Санкт-Петербург, улица Ефимова, д. 1/4, литера А",помещение,78:1059:4:4:40,26.1,включен,237-р от 26.12.2008,1100002942
Адмиралтейский,"190000, г.Санкт-Петербург, Казанская улица, д. 41, литера Г",здание,78:1299:0:26,52.7,исключен,141-р от 09.09.2011,1100008915
Московский,"196066, г.Санкт-Петербург, Московский проспект, д. 206, литера А",помещение,78:7649:2:3:8,146.7,исключен,911-рк от 28.11.2016,1200003441
Адмиралтейский,"190008, г.Санкт-Петербург, Садовая улица, д. 101, литера А",помещение,78:32:0001156:1315,73.0,включен,26-р от 23.03.2009,1100013150
Кировский,"г.Санкт-Петербург, дорога на Турухтанные Острова, д. 8, литера С",часть здания,78:8223:0:34,216.5,включен,237-р от 26.12.2008,500030376
Адмиралтейский,"190000, г.Санкт-Петербург, Большая Морская улица, д. 55, литера А",часть помещения,78:1178:0:50:5,46.1,включен,237-р от 26.12.2008,1100063426
Василеостровский,"199034, г.Санкт-Петербург, 18-я линия В.О., д. 13, литера Б",здание,78:6:2079:7:46,38.2,исключен,59-р от 18.05.2012,1400010242
Адмиралтейский,"191068, г.Санкт-Петербург, Гороховая улица, д. 45, литера А",помещение,78:1058:14:61:14,177.1,исключен,911-рк от 28.11.2016,1100028220
Выборгский,"194295, г.Санкт-Петербург, проспект Художников, д. 15, к. 1, литера А",часть помещения,,16.1,включен,578-рк от 26.06.2020,200019595
Выборгский,"194295, г.Санкт-Петербург, проспект Художников, д. 15, к. 1, литера А",помещение,78:36:0005531:5171,335.7,включен,388-рк от 29.04.2020,200001861
Московский,"196070, г.Санкт-Петербург, Московский проспект, д. 167, литера А",часть помещения,78:7635:2:1:10,140.1,включен,237-р от 26.12.2008,1200002997
Петроградский,"197136, г.Санкт-Петербург, Малый проспект П.С., д. 82, литера Б",здание,78:07:0003130:1009,27.7,исключен,81-р от 13.06.2012,1500042552
Красногвардейский,"195112, г.Санкт-Петербург, Новочеркасский проспект, д. 26/16, литера А",помещение,78:11:6012:2:11:6,49.8,включен,237-р от 26.12.2008,700000714
Красногвардейский,"195196, г.Санкт-Петербург, Новочеркасский проспект, д. 57, к. 1, литера А",часть помещения,78:11:6030:15:11:3,25.1,включен,237-р от 26.12.2008,700016834
Адмиралтейский,"196084, г.Санкт-Петербург, Московский проспект, д. 75, литера А",помещение,78:32:7503:0:115:17,8.5,включен,93-р от 30.08.2013,1100040429
Красногвардейский,"195298, г.Санкт-Петербург, улица Коммуны, д. 59, литера В",здание,78:11:6167:2:16,44.0,исключен,232-р от 27.12.2011,700004501
Петроградский,"197198, г.Санкт-Петербург, Введенская улица, д. 22, литера А",часть здания,78:7:3047:0:57,23.8,включен,237-р от 26.12.2008,1500062493
Колпинский,"196641, Санкт-Петербург, поселок Металлострой, Центральная улица, д. 14, литера А",помещение,78:37:0017417:1615,153.1,включен,237-р от 26.12.2008,600006978
Адмиралтейский,"190068, г.Санкт-Петербург, набережная канала Грибоедова, д. 79/23, литера А",помещение,78:32:1295:4:13:2,61.2,исключен,911-рк от 28.11.2016,1100071440
Приморский,"197374, г.Санкт-Петербург, Яхтенная улица, д. 12, к. 1, литера А",помещение,78:34:0004161:6845,30.0,включен,1054-рк от 31.10.2019,1700037529
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:1229:0:3:7,1184.1,включен,237-р от 26.12.2008,300011079
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:1229:0:3:7,595.4,включен,237-р от 26.12.2008,300011082
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:31:1229:0:3:14,90.4,включен,237-р от 26.12.2008,300075357
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",помещение,78:31:1229:0:3:16,25.1,включен,237-р от 26.12.2008,300040124
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:1229:0:3:7,124.9,включен,237-р от 26.12.2008,300011059
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",помещение,78:1229:0:3:15,33.9,включен,237-р от 26.12.2008,300040125
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:31:1229:0:3:14,585.9,включен,237-р от 26.12.2008,300075360
Центральный,"191011, г.Санкт-Петербург, Думская улица, д. 1-3, литера А",часть помещения,78:31:1229:0:3:14,651.2,включен,237-р от 26.12.2008,300075368
Центральный,"191014, г.Санкт-Петербург, Литейный проспект, д. 37-39, литера А",часть помещения,78:31:1266:0:45:15,310.9,исключен,107-рк от 10.06.2015,300109175
